id,link,neighborhood,price,listing_type,num_guests,num_bed,num_bath,shared_bath,num_ammenities,number_review,overall_review,accuracy,communication,cleanliness,value,check_in,location
3533669,https://www.airbnb.com/rooms/3533669?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,147,Shared,1,1,1,sharedbath,4,47,5,5,5,5,5,5,5
33446054,https://www.airbnb.com/rooms/33446054?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,677,Entire,6,2,1,notshared,5,19,4.5,4.8,5,4.7,4.8,4.8,5
31539570,https://www.airbnb.com/rooms/31539570?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,463,Entire,5,2,1,notshared,4,47,4.5,4.8,4.9,4.6,5,5,4.9
2547198,https://www.airbnb.com/rooms/2547198?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,395,Entire,3,1,1,notshared,4,156,4.5,4.5,4.8,4.3,4.8,4.8,4.9
34515896,https://www.airbnb.com/rooms/34515896?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,476,Room,4,1,1,sharedbath,4,0,0,0,0,0,0,0,0
34173196,https://www.airbnb.com/rooms/34173196?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,327,Private,2,1,1,sharedbath,4,0,0,0,0,0,0,0,0
3759009,https://www.airbnb.com/rooms/3759009?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,375,Entire,4,1,1,sharedbath,4,69,5,4.9,5,4.9,4.9,4.9,5
34470950,https://www.airbnb.com/rooms/34470950?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,343,Private,3,1,1,notshared,4,0,0,0,0,0,0,0,0
34516188,https://www.airbnb.com/rooms/34516188?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,548,Room,4,1,1,notshared,4,0,0,0,0,0,0,0,0
34938245,https://www.airbnb.com/rooms/34938245?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1196,Entire,10,4,2,notshared,4,0,0,0,0,0,0,0,0
35187654,https://www.airbnb.com/rooms/35187654?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1359,Entire,10,4,2,notshared,4,4,4,4,4.5,4.2,5,5,4.8
1223230,https://www.airbnb.com/rooms/1223230?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,463,Entire,2,1,1,notshared,4,22,5,4.8,4.9,4.8,4.9,4.9,4.9
19542512,https://www.airbnb.com/rooms/19542512?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,237,Private,3,1,1,sharedbath,5,117,4.5,4.8,4.8,4.6,4.8,4.8,4.7
23894929,https://www.airbnb.com/rooms/23894929?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1129,Entire,15,2,2,notshared,5,0,0,0,0,0,0,0,0
28050972,https://www.airbnb.com/rooms/28050972?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,180,Private,4,1,1,notshared,5,18,4.5,4.7,4.8,4.3,4.8,4.8,4.9
34485286,https://www.airbnb.com/rooms/34485286?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1130,Room,2,1,1,notshared,4,0,0,0,0,0,0,0,0
34516185,https://www.airbnb.com/rooms/34516185?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,746,Room,3,1,1,notshared,4,0,0,0,0,0,0,0,0
35574349,https://www.airbnb.com/rooms/35574349?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,480,Entire,4,1,1,notshared,4,0,0,0,0,0,0,0,0
4437053,https://www.airbnb.com/rooms/4437053?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,135,Private,1,1,1,sharedbath,4,102,5,4.7,4.8,4.6,4.9,4.9,5
34516182,https://www.airbnb.com/rooms/34516182?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1016,Room,4,1,1,notshared,4,0,0,0,0,0,0,0,0
29486682,https://www.airbnb.com/rooms/29486682?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1696,Entire,6,2,1,notshared,4,0,0,0,0,0,0,0,0
14668622,https://www.airbnb.com/rooms/14668622?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,462,Entire,3,1,1,notshared,4,0,0,0,0,0,0,0,0
30735480,https://www.airbnb.com/rooms/30735480?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,677,Entire,6,1,1,notshared,5,0,0,0,0,0,0,0,0
26750740,https://www.airbnb.com/rooms/26750740?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1123,Private,1,1,1,notshared,5,0,0,0,0,0,0,0,0
31575039,https://www.airbnb.com/rooms/31575039?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,344,Entire,2,1,1,notshared,5,0,0,0,0,0,0,0,0
33622308,https://www.airbnb.com/rooms/33622308?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,236,Room,4,1,1,notshared,6,0,0,0,0,0,0,0,0
30146411,https://www.airbnb.com/rooms/30146411?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,4742,Entire,1,5,2.5,notshared,4,0,0,0,0,0,0,0,0
26669199,https://www.airbnb.com/rooms/26669199?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,191,Private,2,1,1,sharedbath,4,12,5,4.9,5,4.8,5,5,5
12854724,https://www.airbnb.com/rooms/12854724?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,367,Entire,2,1,1,notshared,6,135,5,4.9,4.9,4.9,4.9,4.9,4.9
35995460,https://www.airbnb.com/rooms/35995460?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,71,Shared,1,1,1,sharedbath,5,0,0,0,0,0,0,0,0
25324132,https://www.airbnb.com/rooms/25324132?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,361,Entire,3,1,1,notshared,4,16,5,4.9,4.9,4.7,4.9,4.9,4.9
21505197,https://www.airbnb.com/rooms/21505197?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,334,Entire,2,1,1,notshared,4,39,5,5,5,5,5,5,5
17239021,https://www.airbnb.com/rooms/17239021?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,164,Private,2,1,2,sharedbath,4,25,5,4.9,4.9,5,5,5,5
30512582,https://www.airbnb.com/rooms/30512582?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1806,Entire,1,6,2,notshared,4,37,4.5,4.5,4.5,4.2,4.6,4.6,4.7
16348791,https://www.airbnb.com/rooms/16348791?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,3889,Entire,1,5,2.5,notshared,4,8,4.5,4.2,4.2,4.8,4.2,4.2,4.6
34954639,https://www.airbnb.com/rooms/34954639?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,339,Private,2,1,1,sharedbath,4,0,0,0,0,0,0,0,0
19908261,https://www.airbnb.com/rooms/19908261?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,440,Entire,8,3,1,notshared,5,0,0,0,0,0,0,0,0
34644243,https://www.airbnb.com/rooms/34644243?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,441,Entire,3,1,1,notshared,4,3,5,5,5,4.7,5,5,5
66275,https://www.airbnb.com/rooms/66275?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,237,Private,5,1,1,sharedbath,5,109,5,4.9,5,4.7,4.9,4.9,4.9
1798210,https://www.airbnb.com/rooms/1798210?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,198,Entire,3,1,1,notshared,4,26,4.5,4.9,5,4.6,5,5,4.9
23351595,https://www.airbnb.com/rooms/23351595?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,344,Entire,2,1,1,notshared,4,0,0,0,0,0,0,0,0
22251884,https://www.airbnb.com/rooms/22251884?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,536,Entire,2,1,1,notshared,4,36,5,5,4.9,4.9,4.9,4.9,5
20770969,https://www.airbnb.com/rooms/20770969?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,265,Entire,2,1,1.5,notshared,4,33,5,5,5,4.8,5,5,5
16899058,https://www.airbnb.com/rooms/16899058?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,603,Entire,4,2,1,notshared,4,62,5,4.9,5,4.9,5,5,5
591135,https://www.airbnb.com/rooms/591135?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,237,Private,1,1,1,notshared,4,133,5,4.8,4.9,4.6,4.9,4.9,5
35166495,https://www.airbnb.com/rooms/35166495?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1016,Entire,15,5,2,notshared,4,0,0,0,0,0,0,0,0
28085491,https://www.airbnb.com/rooms/28085491?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,426,Entire,3,1,1,notshared,4,53,4.5,4.8,4.9,4.8,4.8,4.8,4.9
25799863,https://www.airbnb.com/rooms/25799863?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,299,Private,1,1,1.5,notshared,4,14,4.5,4.3,4.8,4.5,4.6,4.6,5
35347096,https://www.airbnb.com/rooms/35347096?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,723,Entire,6,2,2,notshared,4,0,0,0,0,0,0,0,0
30150667,https://www.airbnb.com/rooms/30150667?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,100,Private,1,1,1,sharedbath,6,7,5,5,5,4.7,5,5,4.2
540511,https://www.airbnb.com/rooms/540511?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,248,Entire,2,1,1,notshared,6,29,5,4.9,5,4.6,4.7,4.7,5
31898581,https://www.airbnb.com/rooms/31898581?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,102,Private,1,1,1,sharedbath,4,3,3,3.3,5,2.7,5,5,4
30746904,https://www.airbnb.com/rooms/30746904?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,411,Entire,3,1,1,notshared,6,0,0,0,0,0,0,0,0
19555750,https://www.airbnb.com/rooms/19555750?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,224,Private,2,1,1,sharedbath,5,103,4.5,4.8,4.9,4.5,4.8,4.8,4.8
20844601,https://www.airbnb.com/rooms/20844601?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,215,Private,2,1,1,sharedbath,5,42,4.5,4.5,4.9,4.3,4.7,4.7,4.7
32385720,https://www.airbnb.com/rooms/32385720?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,220,Private,2,1,1,sharedbath,4,6,5,5,5,4.8,5,5,5
34421663,https://www.airbnb.com/rooms/34421663?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,367,Entire,4,2,1,notshared,6,0,0,0,0,0,0,0,0
21038103,https://www.airbnb.com/rooms/21038103?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,508,Private,1,1,1,sharedbath,4,0,0,0,0,0,0,0,0
16821,https://www.airbnb.com/rooms/16821?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,168,Private,1,1,1,sharedbath,4,108,4.5,4.7,4.9,4.3,4.7,4.7,4.9
3782441,https://www.airbnb.com/rooms/3782441?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,248,Private,1,1,1,sharedbath,4,20,4.5,4.8,5,4.8,5,5,5
15301499,https://www.airbnb.com/rooms/15301499?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,480,Entire,1,1,1,notshared,4,23,5,4.8,4.7,4.6,4.7,4.7,4.6
9457270,https://www.airbnb.com/rooms/9457270?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,428,Entire,6,3,1,notshared,4,81,4.5,4.6,4.8,4.6,4.7,4.7,4.7
31143377,https://www.airbnb.com/rooms/31143377?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,452,Entire,2,0,1,notshared,5,3,5,5,5,4.7,4.7,4.7,5
784169,https://www.airbnb.com/rooms/784169?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,265,Private,2,1,1,notshared,6,149,5,4.8,4.9,4.6,4.9,4.9,5
16229170,https://www.airbnb.com/rooms/16229170?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,282,Entire,4,2,1,notshared,4,27,5,4.9,4.8,4.8,4.9,4.9,4.8
12963341,https://www.airbnb.com/rooms/12963341?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,198,Private,4,1,1,sharedbath,6,5,4.5,4.2,4.8,3.5,4.8,4.8,4.8
6883404,https://www.airbnb.com/rooms/6883404?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,446,Entire,2,1,1,notshared,4,19,5,4.8,5,4.8,4.8,4.8,4.9
6377161,https://www.airbnb.com/rooms/6377161?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,615,Entire,2,1,1,notshared,4,28,5,5,5,4.9,4.9,4.9,5
20522061,https://www.airbnb.com/rooms/20522061?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,1236,Entire,4,2,2,notshared,4,44,5,5,5,4.9,4.9,4.9,5
31491866,https://www.airbnb.com/rooms/31491866?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,423,Entire,4,2,1,notshared,6,21,4.5,4.5,4.7,4.4,4.6,4.6,4.8
211974,https://www.airbnb.com/rooms/211974?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,395,Tiny,2,1,1,notshared,4,35,4.5,4.8,5,4.5,4.9,4.9,4.8
35343102,https://www.airbnb.com/rooms/35343102?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,203,Private,2,1,1,sharedbath,4,0,0,0,0,0,0,0,0
8535434,https://www.airbnb.com/rooms/8535434?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,339,Entire,1,1,1,notshared,4,88,5,4.8,5,4.6,5,5,5
34160208,https://www.airbnb.com/rooms/34160208?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,429,Entire,7,2,1,notshared,5,0,0,0,0,0,0,0,0
33447225,https://www.airbnb.com/rooms/33447225?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,135,Private,2,1,1,sharedbath,4,0,0,0,0,0,0,0,0
25070554,https://www.airbnb.com/rooms/25070554?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,370,Entire,3,1,1,notshared,4,9,5,4.8,5,4.9,4.9,4.9,5
12874869,https://www.airbnb.com/rooms/12874869?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,201,Private,3,1,1,notshared,6,78,4.5,4.8,4.9,4.5,4.9,4.9,4.9
2969919,https://www.airbnb.com/rooms/2969919?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,350,Private,3,1,1,notshared,5,34,5,4.9,5,4.8,5,5,5
17929219,https://www.airbnb.com/rooms/17929219?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,841,Entire,6,1,1,notshared,4,39,5,4.8,5,4.5,4.8,4.8,4.9
5050156,https://www.airbnb.com/rooms/5050156?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,186,Private,4,1,1,sharedbath,4,14,5,4.6,5,4.5,4.9,4.9,5
24538208,https://www.airbnb.com/rooms/24538208?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,270,Entire,1,1,1,notshared,4,25,5,5,5,4.8,5,5,5
21597684,https://www.airbnb.com/rooms/21597684?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,112,Private,1,1,1,sharedbath,6,11,4.5,4.8,5,4.6,5,5,5
35228252,https://www.airbnb.com/rooms/35228252?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,435,Entire,5,1,1,notshared,4,0,0,0,0,0,0,0,0
26809805,https://www.airbnb.com/rooms/26809805?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,452,Entire,2,1,1,notshared,4,5,4,4.2,4.2,4.2,4.2,4.2,4
17360085,https://www.airbnb.com/rooms/17360085?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,2258,Private,6,2,2,notshared,6,0,0,0,0,0,0,0,0
35233037,https://www.airbnb.com/rooms/35233037?location=Lower%20Manhattan%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,downtown,644,Private,6,1,2,notshared,4,0,0,0,0,0,0,0,0
17902970,https://www.airbnb.com/rooms/17902970?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,158,Private,3,1,1,sharedbath,6,217,5,4.8,4.9,4.8,5,5,5
26877259,https://www.airbnb.com/rooms/26877259?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,271,Private,2,1,1,sharedbath,4,142,5,4.9,5,4.5,5,5,5
21475999,https://www.airbnb.com/rooms/21475999?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,100,Private,1,1,3,sharedbath,4,113,4.5,4.7,4.8,4.8,4.9,4.9,4.9
13762046,https://www.airbnb.com/rooms/13762046?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,102,Private,1,1,1,sharedbath,4,248,4.5,4.8,4.9,4.9,5,5,4.9
30131491,https://www.airbnb.com/rooms/30131491?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,259,Entire,3,2,1,notshared,4,51,4.5,4.8,5,4.9,4.9,4.9,4.9
10660249,https://www.airbnb.com/rooms/10660249?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,226,Entire,3,1,1,notshared,4,208,4.5,4.5,4.7,4.3,4.8,4.8,4.8
13879965,https://www.airbnb.com/rooms/13879965?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,102,Private,1,1,1,sharedbath,4,221,4.5,4.7,4.8,4.9,4.9,4.9,4.9
12113015,https://www.airbnb.com/rooms/12113015?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,264,Entire,2,1,1,notshared,4,174,5,4.8,5,4.9,4.9,4.9,4.9
30068829,https://www.airbnb.com/rooms/30068829?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,202,Room,2,1,1,notshared,4,29,4.5,4.6,4.8,4.7,4.8,4.8,4.8
33536886,https://www.airbnb.com/rooms/33536886?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,175,Private,3,1,1,sharedbath,4,14,5,5,5,5,4.9,4.9,5
22899900,https://www.airbnb.com/rooms/22899900?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,135,Private,2,1,1,sharedbath,4,136,4.5,4.9,4.8,4.5,4.8,4.8,4.9
32364475,https://www.airbnb.com/rooms/32364475?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,169,Private,3,1,1,sharedbath,4,27,4.5,4.5,4.6,4.2,4.4,4.4,4.9
21738018,https://www.airbnb.com/rooms/21738018?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,271,Entire,5,4,1,notshared,4,178,4.5,4.8,4.9,4.7,4.9,4.9,5
30320090,https://www.airbnb.com/rooms/30320090?location=Midtown%2C%20New%20York%2C%20NY%2C%20United%20States&toddlers=0&adults=1&check_in=2019-12-25&check_out=2019-12-26,midtown,192,Private,3,1,1,sharedbath,4,52,4.5,4.7,5,4.6,4.8,4.8,4.9
